open-time,open,high,low,close,volume
2024-02-14 09:00:00,7475376.42,7822000.78,7411639.7,7792289.41,3343624616.46
2024-02-15 09:00:00,7792289.41,7919935.46,7709730.37,7796295.89,3012799010.18
2024-02-16 09:00:00,7796295.89,7907245.86,7783957.77,7853997.5,2059479854.16
2024-02-17 09:00:00,7853997.5,7856418.35,7611155.89,7770857.04,1633172239.58
2024-02-18 09:00:00,7770857.04,7856686.02,7700039.13,7816862.68,982729455.43
2024-02-19 09:00:00,7816862.68,7875159.33,7790007.13,7797415.87,1702387463.09
2024-02-20 09:00:00,7797415.87,7953883.33,7650063.88,7846570.49,2852902271.35
2024-02-21 09:00:00,7846570.49,7861357.59,7638580.13,7804929.43,1851225416.29
2024-02-22 09:00:00,7804929.43,7826651.56,7680583.17,7730927.31,1427698343.47
2024-02-23 09:00:00,7730927.31,7758672.97,7612339.34,7643910.91,1400426477.32
2024-02-24 09:00:00,7643910.91,7774975.93,7619451.81,7759967.1,795879171.19
2024-02-25 09:00:00,7759967.1,7802135.12,7722833.51,7775966.06,845399169.23
2024-02-26 09:00:00,7775966.06,8255895.17,7693034.46,8194105.77,2732991705.23
2024-02-27 09:00:00,8194105.77,8650058.35,8194075.36,8591489.88,4200585230.89
2024-02-28 09:00:00,8591489.88,9602262.85,8549913.23,9423325.1,8079181328.04
2024-02-29 09:00:00,9423325.1,9540376.51,9052568.26,9175402.73,6319513877.38
2024-03-01 09:00:00,9175402.73,9463748.9,9152739.07,9379984.62,3071759904.38
2024-03-02 09:00:00,9379984.62,9379984.62,9257946.69,9303520.52,1607030912.32
2024-03-03 09:00:00,9303520.52,9480026.05,9247072.52,9476547.58,1970058298.42
2024-03-04 09:00:00,9476547.58,10298959.67,9362286.12,10278230.07,6911328816.47
2024-03-05 09:00:00,10278230.07,10333204.33,9010184.96,9642359.65,8470471872.96
2024-03-06 09:00:00,9642359.65,10137563.04,9429413.65,9879950.92,5382554211.75
2024-03-07 09:00:00,9879950.92,10064341.71,9769235.48,9902529.93,2641082107.67
2024-03-08 09:00:00,9902529.93,10288773.09,9804877.49,10054175.33,3309921344.57
2024-03-09 09:00:00,10054175.33,10111049.85,10022641.07,10095681.7,901829374.69
2024-03-10 09:00:00,10095681.7,10295986.91,10080085.78,10168434.68,2275471953.6
2024-03-11 09:00:00,10168434.68,10658251.06,9949375.34,10559730.7,6707144372.55
2024-03-12 09:00:00,10559730.7,10788999.31,10244746.41,10574982.33,5020018007.98
2024-03-13 09:00:00,10574982.33,10898348.66,10555008.28,10828014.13,3633707862.68
2024-03-14 09:00:00,10828014.13,10922831.2,10240709.38,10653536.7,4955711272.39
2024-03-15 09:00:00,10653536.7,10764306.44,9832402.62,10365928.87,6499872018.28
2024-03-16 09:00:00,10365928.87,10453973.59,9673507.84,9739864.23,3443668762.97
2024-03-17 09:00:00,9739864.23,10270857.92,9623634.33,10200986.37,3635456999.42
2024-03-18 09:00:00,10200986.37,10289346.57,9945678.1,10084910.66,3084548677.24
2024-03-19 09:00:00,10084910.66,10148808.89,9310466.9,9376368.87,5891675113.21
2024-03-20 09:00:00,9376368.87,10302210.1,9238075.86,10228642.68,5760964781.87
2024-03-21 09:00:00,10228642.68,10283628.38,9823159.19,9946940.29,3426065150.46
2024-03-22 09:00:00,9946940.29,10107478.31,9486459.86,9709640.72,3528548496.42
2024-03-23 09:00:00,9709640.72,10000792.98,9575548.51,9710807.03,1700051173.09
2024-03-24 09:00:00,9710807.03,10192262.74,9682608.25,10150490.4,2484177899.26
2024-03-25 09:00:00,10150490.4,10750367.35,10033728.06,10567315.71,5372145061.74
2024-03-26 09:00:00,10567315.71,10810527.51,10501277.8,10619172.16,3840430898.6
2024-03-27 09:00:00,10619172.16,10838626.16,10379158.35,10533303.53,4170749925.48
