open-time,volume
2014-12-31 09:00:00,56841.96
2015-01-01 09:00:00,285471.13
2015-01-02 09:00:00,267833.54
2015-01-03 09:00:00,3120715.12
2015-01-04 09:00:00,2064800.92
2015-01-05 09:00:00,4565041.25
2015-01-06 09:00:00,1963914.17
2015-01-07 09:00:00,789105.93
2015-01-08 09:00:00,1237226.85
2015-01-09 09:00:00,1164871.53
2015-01-10 09:00:00,2180778.94
2015-01-11 09:00:00,2335383.89
2015-01-12 09:00:00,1267133.01
2015-01-13 09:00:00,2054332.34
2015-01-14 09:00:00,6095555.38
2015-01-15 09:00:00,3493309.53
2015-01-16 09:00:00,9881111.21
2015-01-17 09:00:00,3002846.76
2015-01-18 09:00:00,3212393.95
2015-01-19 09:00:00,1541650.83
2015-01-20 09:00:00,4556427.66
2015-01-21 09:00:00,8841315.37
2015-01-22 09:00:00,2268272.27
2015-01-23 09:00:00,2892196.88
2015-01-24 09:00:00,820831.23
2015-01-25 09:00:00,2053756.6
2015-01-26 09:00:00,8909054.84
2015-01-27 09:00:00,6626400.77
2015-01-28 09:00:00,4998743.57
2015-01-29 09:00:00,6938697.43
2015-01-30 09:00:00,5213635.56
2015-01-31 09:00:00,5542369.75
2015-02-01 09:00:00,4263283.8
2015-02-02 09:00:00,3949176.22
2015-02-03 09:00:00,3581315.09
2015-02-04 09:00:00,4592199.43
2015-02-05 09:00:00,3910111.38
2015-02-06 09:00:00,6033794.09
2015-02-07 09:00:00,2744070.76
2015-02-08 09:00:00,1903125.62
2015-02-09 09:00:00,13077955.0
2015-02-10 09:00:00,2907394.49
2015-02-11 09:00:00,8187880.22
2015-02-12 09:00:00,6077525.16
2015-02-13 09:00:00,8834853.68
2015-02-14 09:00:00,3959626.07
2015-02-15 09:00:00,12741480.03
2015-02-16 09:00:00,9808984.75
2015-02-17 09:00:00,12192908.61
2015-02-18 09:00:00,3995864.09
2015-02-19 09:00:00,6017113.17
2015-02-20 09:00:00,7457191.78
2015-02-21 09:00:00,2309781.68
2015-02-22 09:00:00,3669499.73
2015-02-23 09:00:00,4213784.18
2015-02-24 09:00:00,3976229.72
2015-02-25 09:00:00,3502923.96
2015-02-26 09:00:00,2044779.27
2015-02-27 09:00:00,8414074.67
2015-02-28 09:00:00,2634785.97
2015-03-01 09:00:00,6756110.52
2015-03-02 09:00:00,11023291.13
2015-03-03 09:00:00,13156755.75
2015-03-04 09:00:00,10556149.51
2015-03-05 09:00:00,17689596.26
2015-03-06 09:00:00,17558941.45
2015-03-07 09:00:00,5775781.82
2015-03-08 09:00:00,7618806.8
2015-03-09 09:00:00,10773866.24
2015-03-10 09:00:00,16222783.92
2015-03-11 09:00:00,6962051.77
2015-03-12 09:00:00,30159884.43
2015-03-13 09:00:00,18277326.9
2015-03-14 09:00:00,5881019.85
2015-03-15 09:00:00,3260123.95
2015-03-16 09:00:00,4234360.51
2015-03-17 09:00:00,13854798.05
2015-03-18 09:00:00,34336911.98
2015-03-19 09:00:00,8931030.32
2015-03-20 09:00:00,14875629.61
2015-03-21 09:00:00,7724831.04
2015-03-22 09:00:00,5093444.35
2015-03-23 09:00:00,11367614.06
2015-03-24 09:00:00,12459924.01
2015-03-25 09:00:00,9677953.01
2015-03-26 09:00:00,4372795.13
2015-03-27 09:00:00,3892401.55
2015-03-28 09:00:00,4787281.98
2015-03-29 09:00:00,4247276.22
2015-03-30 09:00:00,8113725.64
2015-03-31 09:00:00,8854087.2
2015-04-01 09:00:00,8596670.5
2015-04-02 09:00:00,8771256.82
2015-04-03 09:00:00,14800165.5
2015-04-04 09:00:00,4500644.13
2015-04-05 09:00:00,9583668.63
2015-04-06 09:00:00,23589852.72
2015-04-07 09:00:00,41394367.62
2015-04-08 09:00:00,139261365.1
2015-04-09 09:00:00,171045414.72
2015-04-10 09:00:00,63293534.72
2015-04-11 09:00:00,47514968.88
2015-04-12 09:00:00,4717470.75
2015-04-13 09:00:00,25065779.44
2015-04-14 09:00:00,20216710.71
2015-04-15 09:00:00,15618950.2
2015-04-16 09:00:00,16253937.97
2015-04-17 09:00:00,8910277.15
2015-04-18 09:00:00,3366459.45
2015-04-19 09:00:00,4602512.6
2015-04-20 09:00:00,13307441.01
2015-04-21 09:00:00,21995155.53
2015-04-22 09:00:00,13172117.86
2015-04-23 09:00:00,7611537.0
2015-04-24 09:00:00,14466336.6
2015-04-25 09:00:00,4943474.41
2015-04-26 09:00:00,13000784.5
2015-04-27 09:00:00,11776458.21
2015-04-28 09:00:00,30036966.85
2015-04-29 09:00:00,4830842.89
2015-04-30 09:00:00,88495481.42
2015-05-01 09:00:00,12648493.05
2015-05-02 09:00:00,6229033.91
2015-05-03 09:00:00,5307141.34
2015-05-04 09:00:00,6311361.92
2015-05-05 09:00:00,6882239.7
2015-05-06 09:00:00,5595745.26
2015-05-07 09:00:00,9292247.82
2015-05-08 09:00:00,10784565.7
2015-05-09 09:00:00,6449258.67
2015-05-10 09:00:00,3938974.8
2015-05-11 09:00:00,7234497.92
2015-05-12 09:00:00,8908382.46
2015-05-13 09:00:00,20126535.39
2015-05-14 09:00:00,13891400.37
2015-05-15 09:00:00,9742967.23
2015-05-16 09:00:00,9009089.83
2015-05-17 09:00:00,3901142.11
2015-05-18 09:00:00,13501575.94
2015-05-19 09:00:00,11162903.91
2015-05-20 09:00:00,6966421.8
2015-05-21 09:00:00,6826508.28
2015-05-22 09:00:00,10356881.07
2015-05-23 09:00:00,4780051.14
2015-05-24 09:00:00,5125344.62
2015-05-25 09:00:00,14759025.33
2015-05-26 09:00:00,15049359.33
2015-05-27 09:00:00,13788540.6
2015-05-28 09:00:00,9402324.32
2015-05-29 09:00:00,5674579.64
2015-05-30 09:00:00,5551277.03
2015-05-31 09:00:00,7237841.92
2015-06-01 09:00:00,17713741.74
2015-06-02 09:00:00,7387250.22
2015-06-03 09:00:00,8350342.45
2015-06-04 09:00:00,9340160.87
2015-06-05 09:00:00,8406632.11
2015-06-06 09:00:00,4767254.96
2015-06-07 09:00:00,4033668.26
2015-06-08 09:00:00,7346856.5
2015-06-09 09:00:00,5313505.86
2015-06-10 09:00:00,14047898.81
2015-06-11 09:00:00,5981437.23
2015-06-12 09:00:00,6166237.9
2015-06-13 09:00:00,9213771.97
2015-06-14 09:00:00,6298870.76
2015-06-15 09:00:00,13959547.75
2015-06-16 09:00:00,25777136.02
2015-06-17 09:00:00,36121607.87
2015-06-18 09:00:00,19052413.05
2015-06-19 09:00:00,19531495.63
2015-06-20 09:00:00,12416118.83
2015-06-21 09:00:00,6795343.08
2015-06-22 09:00:00,11519901.04
2015-06-23 09:00:00,12638588.62
2015-06-24 09:00:00,11755924.69
2015-06-25 09:00:00,10530772.95
2015-06-26 09:00:00,12965486.73
2015-06-27 09:00:00,17246272.78
2015-06-28 09:00:00,12472338.57
2015-06-29 09:00:00,17356336.16
2015-06-30 09:00:00,38332695.53
2015-07-01 09:00:00,27092175.04
2015-07-02 09:00:00,36351862.18
2015-07-03 09:00:00,51073356.88
2015-07-04 09:00:00,9211197.17
2015-07-05 09:00:00,18601044.48
2015-07-06 09:00:00,59510506.47
2015-07-07 09:00:00,35083614.37
2015-07-08 09:00:00,40948085.8
2015-07-09 09:00:00,29049611.61
2015-07-10 09:00:00,105113872.68
2015-07-11 09:00:00,32851149.04
2015-07-12 09:00:00,59146231.83
2015-07-13 09:00:00,66718143.2
2015-07-14 09:00:00,34736164.19
2015-07-15 09:00:00,29158151.62
2015-07-16 09:00:00,62683776.07
2015-07-17 09:00:00,38069220.04
2015-07-18 09:00:00,25609671.91
2015-07-19 09:00:00,9746099.99
2015-07-20 09:00:00,34726022.81
2015-07-21 09:00:00,35401143.95
2015-07-22 09:00:00,36554350.34
2015-07-23 09:00:00,42076273.32
2015-07-24 09:00:00,37993093.63
2015-07-25 09:00:00,33873337.04
2015-07-26 09:00:00,15911923.59
2015-07-27 09:00:00,41934688.43
2015-07-28 09:00:00,46985793.53
2015-07-29 09:00:00,39293001.19
2015-07-30 09:00:00,53054606.94
2015-07-31 09:00:00,51650757.41
2015-08-01 09:00:00,34206068.96
2015-08-02 09:00:00,23796620.96
2015-08-03 09:00:00,28483344.37
2015-08-04 09:00:00,21691469.06
2015-08-05 09:00:00,20817906.74
2015-08-06 09:00:00,37475743.12
2015-08-07 09:00:00,57237563.77
2015-08-08 09:00:00,58553373.9
2015-08-09 09:00:00,21970413.47
2015-08-10 09:00:00,34612369.26
2015-08-11 09:00:00,25280875.18
2015-08-12 09:00:00,57855537.83
2015-08-13 09:00:00,33906376.93
2015-08-14 09:00:00,40257892.34
2015-08-15 09:00:00,31569187.45
2015-08-16 09:00:00,23350829.14
2015-08-17 09:00:00,19876051.82
2015-08-18 09:00:00,45658543.31
2015-08-19 09:00:00,114916554.06
2015-08-20 09:00:00,35845843.89
2015-08-21 09:00:00,32592151.05
2015-08-22 09:00:00,20970990.02
2015-08-23 09:00:00,13490404.7
2015-08-24 09:00:00,60025752.72
2015-08-25 09:00:00,60159241.57
2015-08-26 09:00:00,42292089.16
2015-08-27 09:00:00,27389747.4
2015-08-28 09:00:00,34646473.44
2015-08-29 09:00:00,22756493.17
2015-08-30 09:00:00,54975192.57
2015-08-31 09:00:00,42217326.19
2015-09-01 09:00:00,57911955.97
2015-09-02 09:00:00,25192243.97
2015-09-03 09:00:00,41474551.93
2015-09-04 09:00:00,24606109.29
2015-09-05 09:00:00,20929537.57
2015-09-06 09:00:00,39461943.74
2015-09-07 09:00:00,26293361.13
2015-09-08 09:00:00,69463770.22
2015-09-09 09:00:00,48932955.18
2015-09-10 09:00:00,30363613.1
2015-09-11 09:00:00,23302511.34
2015-09-12 09:00:00,35964260.18
2015-09-13 09:00:00,37521167.29
2015-09-14 09:00:00,53508664.71
2015-09-15 09:00:00,45958795.83
2015-09-16 09:00:00,52693299.04
2015-09-17 09:00:00,27763377.76
2015-09-18 09:00:00,54300563.72
2015-09-19 09:00:00,22820545.89
2015-09-20 09:00:00,16994063.79
2015-09-21 09:00:00,38013256.14
2015-09-22 09:00:00,42860495.22
2015-09-23 09:00:00,17152919.54
2015-09-24 09:00:00,43458467.26
2015-09-25 09:00:00,25036927.5
2015-09-26 09:00:00,16434569.13
2015-09-27 09:00:00,26922313.57
2015-09-28 09:00:00,57846640.66
2015-09-29 09:00:00,40919802.19
2015-09-30 09:00:00,34622416.66
2015-10-01 09:00:00,47114526.48
2015-10-02 09:00:00,61931708.51
2015-10-03 09:00:00,11818704.32
2015-10-04 09:00:00,25542141.56
2015-10-05 09:00:00,53385723.46
2015-10-06 09:00:00,91413944.57
2015-10-07 09:00:00,65442371.12
2015-10-08 09:00:00,30287802.26
2015-10-09 09:00:00,38219570.26
2015-10-10 09:00:00,23660302.09
2015-10-11 09:00:00,57558245.88
2015-10-12 09:00:00,55107278.73
2015-10-13 09:00:00,118973570.2
2015-10-14 09:00:00,87101049.48
2015-10-15 09:00:00,95935416.25
2015-10-16 09:00:00,115304553.55
2015-10-17 09:00:00,228051703.37
2015-10-18 09:00:00,203792497.21
2015-10-19 09:00:00,119895335.12
2015-10-20 09:00:00,74501103.18
2015-10-21 09:00:00,114383350.88
2015-10-22 09:00:00,168197706.82
2015-10-23 09:00:00,71269277.82
2015-10-24 09:00:00,78869615.06
2015-10-25 09:00:00,183298795.84
2015-10-26 09:00:00,111728895.78
2015-10-27 09:00:00,182090262.96
2015-10-28 09:00:00,156602110.46
2015-10-29 09:00:00,314545013.94
2015-10-30 09:00:00,575108778.75
2015-10-31 09:00:00,240006330.64
2015-11-01 09:00:00,164847154.7
2015-11-02 09:00:00,309211913.24
2015-11-03 09:00:00,526204618.58
2015-11-04 09:00:00,569642645.57
2015-11-05 09:00:00,237010006.28
2015-11-06 09:00:00,245354441.06
2015-11-07 09:00:00,176827880.48
2015-11-08 09:00:00,204470001.73
2015-11-09 09:00:00,179945190.21
2015-11-10 09:00:00,317984057.17
2015-11-11 09:00:00,335490142.46
2015-11-12 09:00:00,378292736.48
2015-11-13 09:00:00,284687281.01
2015-11-14 09:00:00,142079364.29
2015-11-15 09:00:00,174921511.07
2015-11-16 09:00:00,238592816.19
2015-11-17 09:00:00,219607910.64
2015-11-18 09:00:00,184198664.73
2015-11-19 09:00:00,156205715.58
2015-11-20 09:00:00,301104257.05
2015-11-21 09:00:00,187825790.04
2015-11-22 09:00:00,125601631.16
2015-11-23 09:00:00,149632199.21
2015-11-24 09:00:00,171246279.92
2015-11-25 09:00:00,235433735.98
2015-11-26 09:00:00,526852971.32
2015-11-27 09:00:00,237710314.55
2015-11-28 09:00:00,233262043.52
2015-11-29 09:00:00,130137665.12
2015-11-30 09:00:00,327746370.32
2015-12-01 09:00:00,360243599.79
2015-12-02 09:00:00,319591034.77
2015-12-03 09:00:00,401000042.77
2015-12-04 09:00:00,225747755.85
2015-12-05 09:00:00,400357551.51
2015-12-06 09:00:00,565858131.7
2015-12-07 09:00:00,374913523.15
2015-12-08 09:00:00,256469698.03
2015-12-09 09:00:00,440346222.54
2015-12-10 09:00:00,307681788.51
2015-12-11 09:00:00,559952614.61
2015-12-12 09:00:00,590525998.88
2015-12-13 09:00:00,267973735.79
2015-12-14 09:00:00,282338719.18
2015-12-15 09:00:00,434816112.4
2015-12-16 09:00:00,547349811.75
2015-12-17 09:00:00,165308663.85
2015-12-18 09:00:00,444484440.85
2015-12-19 09:00:00,262434999.91
2015-12-20 09:00:00,423385629.47
2015-12-21 09:00:00,440295017.25
2015-12-22 09:00:00,338705785.63
2015-12-23 09:00:00,243470846.84
2015-12-24 09:00:00,309093077.56
2015-12-25 09:00:00,368617707.58
2015-12-26 09:00:00,1195157663.84
2015-12-27 09:00:00,453615722.65
2015-12-28 09:00:00,433561208.41
2015-12-29 09:00:00,217578645.51
2015-12-30 09:00:00,348458986.48
2015-12-31 09:00:00,282526446.6
2016-01-01 09:00:00,290661383.18
2016-01-02 09:00:00,236784008.99
2016-01-03 09:00:00,274608720.83
2016-01-04 09:00:00,299647634.28
2016-01-05 09:00:00,270676219.96
2016-01-06 09:00:00,279969911.95
2016-01-07 09:00:00,471731961.22
2016-01-08 09:00:00,356800030.88
2016-01-09 09:00:00,239239578.38
2016-01-10 09:00:00,207370886.05
2016-01-11 09:00:00,515841521.11
2016-01-12 09:00:00,390016283.64
2016-01-13 09:00:00,370299051.39
2016-01-14 09:00:00,414209826.42
2016-01-15 09:00:00,672819134.32
