i,r_mean,r_std,r_total,pnl_mean,pnl_std,pnl_last
0,0.005377250898446771,0.021258324329077566,0.1666947778518499,0.0339496551863595,0.08298156502803984,0.1666947778518499
1,-0.0046929367994146326,0.01997850141032303,-0.14548104078185362,-0.045497284442826545,0.052506553175901076,-0.14548104078185362
2,0.0006737013777093349,0.023372057518210962,0.020884742708989382,-0.021396355325388642,0.023903130932515976,0.020884742708989382
3,-0.001302227048557902,0.021000193812654493,-0.040369038505294955,-0.020355078223467854,0.01966657626114098,-0.040369038505294955
4,-0.0030469488910920034,0.01991034347083964,-0.09445541562385211,-0.05123133937043579,0.04071302191160003,-0.09445541562385211
5,-0.00266263463411291,0.02350189809886099,-0.0825416736575002,-0.08170632327771626,0.054693593528820264,-0.0825416736575002
6,0.0036186448769749135,0.02162721872454803,0.11217799118622232,0.025160286102953032,0.04845698468523073,0.11217799118622232
7,-0.004179815382512047,0.0202095146832268,-0.12957427685787345,0.0006389004648261754,0.05311932717246261,-0.12957427685787345
8,0.004719032163645114,0.02050450367342577,0.14628999707299856,0.07459232708092961,0.05612739804226677,0.14628999707299856
9,0.0014331378719769047,0.02082338122391614,0.04442727403128405,0.05374736236850717,0.030134257647211615,0.04442727403128405
10,-0.008337689269653866,0.016079088805356044,-0.25846836735926987,-0.14864527342218256,0.07276833638445744,-0.25846836735926987
11,-0.0070048340661578124,0.01928980233468385,-0.21714985605089218,-0.06747154914463654,0.07633046495533281,-0.21714985605089218
12,-0.0033147967146450884,0.021675869146257454,-0.10275869815399774,-0.0386765601541754,0.032191932745584066,-0.10275869815399774
13,-0.006654226069376422,0.022738641645860175,-0.20628100815066902,-0.1282379754016078,0.09418470145397174,-0.20628100815066902
14,-0.005069224710707682,0.02798262634145531,-0.1571459660319382,-0.1609710308522914,0.04841354726091785,-0.1571459660319382
15,-0.0006956121476712249,0.02250766362788362,-0.021563976577807974,0.03556829674754901,0.04390926844249355,-0.021563976577807974
16,0.002063482931025421,0.021834962093660325,0.06396797086178801,0.002560321399904403,0.03923763784159965,0.06396797086178801
17,-0.004635691464854463,0.01999186182045722,-0.14370643541048836,-0.05195372246766718,0.038874307434719785,-0.14370643541048836
18,-0.006738535586723506,0.019535558331418106,-0.2088946031884287,-0.12127132055133569,0.07025996338313711,-0.2088946031884287
19,0.010118140910789981,0.01945884775488042,0.3136623682344894,0.1708450482308978,0.10728012698791703,0.3136623682344894
20,0.00018785945461624303,0.024310555861625265,0.0058236430931035265,-0.0412351047966828,0.03275842999995632,0.0058236430931035265
21,0.003885552387378929,0.02050779296759092,0.12045212400874684,0.07111787066333675,0.05595972798494009,0.12045212400874684
22,0.0022525216226103244,0.02165201159137538,0.06982817030092009,0.07504396768798204,0.029584383336252434,0.06982817030092009
23,0.009829048727097375,0.0196064615001933,0.3047005105400186,0.17828896014521892,0.0986363125996659,0.3047005105400186
24,0.0034716521517082657,0.02144586607710042,0.10762121670295627,0.06162576215070014,0.047513401112470606,0.10762121670295627
