i,r_mean,r_std,r_total,pnl_mean,pnl_std,pnl_last
0,0.0013354753506118872,0.09785129778998154,0.0413997358689685,-0.3534658186217192,0.3152573891655649,0.0413997358689685
1,0.033558391086743126,0.08878179461228163,1.0403101236890369,0.4769420125113838,0.5621121808765834,1.0403101236890369
2,0.0010739998984619363,0.1620751414181491,0.03329399685232,0.08063206889823052,0.1670069648563785,0.03329399685232
3,-0.032784359017671384,0.06554251012682172,-1.016315129547813,-0.4634181580318288,0.3977257051728631,-1.016315129547813
4,0.04017657577613627,0.09310137156953206,1.2454738490602244,0.3253637840025319,0.6491058117636428,1.2454738490602244
5,-0.03185982641773676,0.07751378841536702,-0.9876546189498396,-0.41880510160585965,0.334654164211953,-0.9876546189498396
6,-0.02668744581081237,0.08968697947124459,-0.8273108201351833,-0.4277639622980787,0.17111528396563552,-0.8273108201351833
7,-0.02363056779947467,0.05476596799644444,-0.7325476017837147,-0.18109848909923673,0.2539610770376885,-0.7325476017837147
8,-0.007892470896048937,0.1363760564551971,-0.24466659777751695,-0.010948170471616791,0.2100646365957505,-0.24466659777751695
9,-0.04413567489274876,0.08625700964503628,-1.3682059216752114,-0.7051532525743519,0.2305580299355755,-1.3682059216752114
10,0.021874283027035587,0.09984695930520807,0.6781027738381034,-0.2639518670384653,0.4183793533868182,0.6781027738381034
11,-0.04511623976979551,0.05748382207374145,-1.3986034328636607,-0.649819515698339,0.44620371932313024,-1.3986034328636607
12,0.024633215741096746,0.04835533854922309,0.7636296879739992,0.3012208296560933,0.2726186967719259,0.7636296879739992
13,0.011401843506449906,0.04681646861973546,0.3534571486999471,0.09920143711813076,0.08531200389282785,0.3534571486999471
14,0.10719607345838947,0.20886752184666416,3.3230782772100738,1.837325387794526,1.3081720494981264,3.3230782772100738
15,-0.043741917598608224,0.05687172840047847,-1.355999445556855,-0.5243150023047444,0.4402473941142641,-1.355999445556855
16,-0.01693360052369653,0.07052176406331655,-0.5249416162345925,-0.09637239669500013,0.2832785602563483,-0.5249416162345925
17,0.07576211983130658,0.15990305393432758,2.348625714770504,1.0251910712546364,0.6575816412487262,2.348625714770504
18,-0.007211073527760491,0.07398543451934254,-0.22354327936057522,0.07677557904311591,0.3176659167943059,-0.22354327936057522
19,0.0021427024572096033,0.09434498887888655,0.0664237761734977,-0.48161492902155106,0.40218804455424834,0.0664237761734977
20,0.007217361528660993,0.06116617372678766,0.22373820738849085,0.17122375636662687,0.08669033012667779,0.22373820738849085
21,-0.02492400216535009,0.1000605325205536,-0.7726440671258528,-0.49581403734014656,0.2867888333792914,-0.7726440671258528
22,-0.011635049106597328,0.047774974445566304,-0.3606865223045172,-0.04599394796920152,0.13351084371683777,-0.3606865223045172
23,-0.013170348803805043,0.07209642100650522,-0.40828081291795626,-0.13220201496595804,0.2940622829759875,-0.40828081291795626
24,-0.003055865224467774,0.05539364521781597,-0.094731821958501,0.06963403860788475,0.21376194073395952,-0.094731821958501
25,-0.05209244569303413,0.04704602734866786,-1.6148658164840581,-0.6000116973399274,0.518913516821809,-1.6148658164840581
26,0.08699792668030634,0.1868221499457858,2.6969357270894965,0.5148679662186246,0.8052427191276139,2.6969357270894965
27,-0.050864638500394584,0.09543722099419269,-1.5768037935122325,-1.217231563140854,0.3649903682810209,-1.5768037935122325
28,0.04546041238751354,0.07946854620226836,1.4092727840129202,0.9297701849823609,0.32484013366239345,1.4092727840129202
29,0.006864501839924958,0.05644373091937563,0.21279955703767364,-0.012902808105801022,0.19740362847472706,0.21279955703767364
30,0.033391964525721934,0.08307882831421717,1.03515090029738,0.4418823893042199,0.4469026536545886,1.03515090029738
31,0.004723862385326264,0.14389460723372588,0.14643973394511428,0.4034304225878487,0.28442092165410643,0.14643973394511428
32,-0.011852004836521617,0.09601256887233658,-0.36741214993217025,-0.4374182829934363,0.13944973220135168,-0.36741214993217025
33,0.14052250760816348,0.18808719287190112,4.356197735853069,2.7702672575658123,1.7124857777263573,4.356197735853069
34,0.004662181950505192,0.08969728524307347,0.1445276404656609,-0.2534672809045401,0.17617456132579729,0.1445276404656609
35,-0.043739531348328586,0.05863779703112147,-1.3559254717981861,-0.5057047349056728,0.4164633098720972,-1.3559254717981861
36,0.034530780454042995,0.06228557493291732,1.0704541940753332,1.060439392891683,0.35406260772530596,1.0704541940753332
37,-0.02546298169567122,0.05393840513288335,-0.7893524325658079,-0.2672397615714371,0.3051091666279111,-0.7893524325658079
38,0.0024395945007740765,0.04705928186457258,0.07562742952399634,-0.004065823745603242,0.08424939933792872,0.07562742952399634
39,0.06663418116334517,0.12762389575418168,2.0656596160636997,1.8219081139940372,0.4050378543801487,2.0656596160636997
40,0.05355644259223074,0.07421997268787074,1.6602497203591529,1.104304134346215,0.5574198932683333,1.6602497203591529
