open-time,open,high,low,close,volume
2019-03-02 00:00:00,425983.04,426828.33,425449.39,426512.47,305767005.51
2019-03-02 01:00:00,426512.47,426948.7,426100.73,426920.7,222128068.27
2019-03-02 02:00:00,426920.7,427188.62,426691.84,427031.85,269380340.01
2019-03-02 03:00:00,427031.85,427348.94,426896.75,426953.51,218538489.79
2019-03-02 04:00:00,426953.51,427009.88,423893.41,425193.66,712101420.21
2019-03-02 05:00:00,425193.66,425834.62,424632.91,425560.92,515217975.69
2019-03-02 06:00:00,425560.92,425809.31,425189.38,425226.61,245547724.82
2019-03-02 07:00:00,425226.61,425473.09,423265.58,424286.79,442004509.41
2019-03-02 08:00:00,424286.79,425423.93,421203.71,424868.42,916863781.39
2019-03-02 09:00:00,424868.42,425582.93,423999.56,424455.48,410927226.69
2019-03-02 10:00:00,424455.48,425920.1,424146.02,425831.71,495661936.32
2019-03-02 11:00:00,425831.71,427367.01,425601.2,426501.24,533248865.54
2019-03-02 12:00:00,426501.24,427108.76,425701.27,426345.55,571407277.17
2019-03-02 13:00:00,426345.55,427147.22,426010.52,426218.47,320390717.22
2019-03-02 14:00:00,426218.47,426679.28,425369.62,425744.02,359258388.43
2019-03-02 15:00:00,425744.02,427284.86,424843.09,425081.26,578366485.17
2019-03-02 16:00:00,425081.26,426265.27,423915.76,425518.49,508329046.83
2019-03-02 17:00:00,425518.49,425875.18,424544.24,424544.24,430778893.62
2019-03-02 18:00:00,424544.24,426071.72,424533.92,425753.39,427463359.45
2019-03-02 19:00:00,425753.39,426234.86,425192.64,426166.03,273556626.96
2019-03-02 20:00:00,426166.03,426218.03,425057.88,425299.99,263501559.82
2019-03-02 21:00:00,425299.99,426430.58,425264.35,426264.01,179189796.78
2019-03-02 22:00:00,426264.01,426380.25,425518.29,426337.39,259259568.73
2019-03-02 23:00:00,426337.39,426984.18,425878.5,426285.11,475367773.76
2019-03-03 00:00:00,426285.11,427873.74,425660.09,426299.53,773589474.67
2019-03-03 01:00:00,426299.53,426975.6,426231.28,426681.66,395364530.9
2019-03-03 02:00:00,426681.66,427002.39,425837.55,426130.04,577136799.22
2019-03-03 03:00:00,426130.04,426639.36,425342.76,426559.8,422800640.3
2019-03-03 04:00:00,426559.8,426985.18,426222.38,426362.83,376818378.17
2019-03-03 05:00:00,426362.83,426588.83,425955.24,426568.39,392227436.28
2019-03-03 06:00:00,426568.39,426613.46,426142.56,426371.07,349258489.64
2019-03-03 07:00:00,426371.07,426477.68,426084.84,426198.58,389485973.18
2019-03-03 08:00:00,426198.58,426804.15,425160.8,425800.41,593992036.6
2019-03-03 09:00:00,425800.41,426634.54,425528.35,426235.66,314445465.24
2019-03-03 10:00:00,426235.66,426710.54,426185.3,426338.32,377190318.49
2019-03-03 11:00:00,426338.32,427134.96,426053.33,426463.91,418287103.09
2019-03-03 12:00:00,426463.91,426472.6,425784.73,426292.35,408391431.04
2019-03-03 13:00:00,426292.35,426752.77,423060.22,426391.67,678439701.69
2019-03-03 14:00:00,426391.67,426743.91,424670.34,425220.88,719737409.67
2019-03-03 15:00:00,425220.88,425401.41,422600.63,423397.81,936801614.81
2019-03-03 16:00:00,423397.81,424970.5,422063.24,423733.72,718151102.7
2019-03-03 17:00:00,423733.72,424017.15,423345.95,424014.02,355205230.65
2019-03-03 18:00:00,424014.02,424483.12,423500.38,424199.03,307204263.98
2019-03-03 19:00:00,424199.03,424417.74,423555.82,424238.06,240898046.27
2019-03-03 20:00:00,424238.06,424516.97,424104.67,424483.12,227761019.98
2019-03-03 21:00:00,424483.12,424512.72,423868.68,424210.27,246082535.67
2019-03-03 22:00:00,424210.27,424228.99,422444.98,423386.9,187270687.31
2019-03-03 23:00:00,423386.9,424026.03,421268.34,423842.45,550842605.52
2019-03-04 00:00:00,423842.45,425931.68,423769.4,425549.35,885676887.23
2019-03-04 01:00:00,425549.35,425744.82,424935.58,425386.42,302228255.44
2019-03-04 02:00:00,425386.42,425440.28,424118.37,424142.07,528508402.76
2019-03-04 03:00:00,424142.07,424227.76,422264.6,423174.2,708300640.97
2019-03-04 04:00:00,423174.2,423224.11,416909.75,419730.19,1219855758.36
2019-03-04 05:00:00,419730.19,419813.57,413298.88,416686.51,1185767315.9
2019-03-04 06:00:00,416686.51,417650.6,415478.48,417273.48,640847077.48
2019-03-04 07:00:00,417273.48,418384.69,416597.29,416603.57,570079666.52
2019-03-04 08:00:00,416603.57,417102.05,414546.51,415220.47,687586279.11
2019-03-04 09:00:00,415220.47,416291.76,413956.84,414531.26,587593484.23
2019-03-04 10:00:00,414531.26,414865.82,410553.18,413985.29,1222536487.01
2019-03-04 11:00:00,413985.29,415504.98,412870.23,414613.51,793088151.82
2019-03-04 12:00:00,414613.51,415040.7,413253.67,413857.21,568256683.4
2019-03-04 13:00:00,413857.21,415264.6,413184.18,414898.31,738909927.71
2019-03-04 14:00:00,414898.31,415611.64,414433.75,415204.86,548046072.63
2019-03-04 15:00:00,415204.86,416500.35,414046.12,414551.86,578810941.39
2019-03-04 16:00:00,414551.86,415827.85,414495.59,415165.03,527439931.74
2019-03-04 17:00:00,415165.03,415828.89,414507.28,414776.52,257229697.11
2019-03-04 18:00:00,414776.52,415222.23,413600.45,414535.33,460457858.66
