open-time,open,high,low,close,volume
2023-03-01 09:00:00,3153401.61,3216462.61,3088337.16,3213936.99,553280185639.0
2023-03-02 09:00:00,3213936.99,3273158.38,3156881.5,3206921.66,532001558261.36
2023-03-03 09:00:00,3208494.56,3210137.82,3015468.2,3041570.5,15055714757.33
2023-03-04 09:00:00,3035711.15,3058274.75,3000988.73,3031742.8,409329207413.88
2023-03-05 09:00:00,3031742.8,3093142.22,3023465.52,3050643.44,430620804919.58
2023-03-06 09:00:00,3050643.44,3078611.33,3017803.66,3046843.3,466449528640.17
2023-03-07 09:00:00,3046843.3,3062852.17,2977010.23,3049581.24,458180337952.63
2023-03-08 09:00:00,3051923.58,3065484.16,2965940.79,2978164.0,12024285038.74
2023-03-09 09:00:00,2978164.0,2988571.5,2730547.72,2785516.17,14205201666.91
2023-03-10 09:00:00,2785516.17,2787073.13,2662473.69,2734493.64,26484740822.52
2023-03-11 09:00:00,2734493.64,2821165.78,2690648.8,2787164.13,11317436389.63
2023-03-12 09:00:00,2787164.13,2996962.96,2765803.08,2991974.95,14374175398.22
2023-03-13 09:00:00,2991974.95,3258909.99,2918377.55,3212498.52,39223088897.14
2023-03-14 09:00:00,3212498.52,3538224.86,3203853.74,3318174.51,41177496768.78
2023-03-15 09:00:00,3318174.51,3372145.52,3180662.42,3238388.91,29090637240.11
2023-03-16 09:00:00,3238388.91,3363828.96,3217331.97,3344559.17,19706462669.68
2023-03-17 09:00:00,3344559.17,3665655.67,3332652.81,3617499.8,40406487024.52
2023-03-18 09:00:00,3617499.8,3658724.89,3525783.78,3561535.78,20663597672.85
2023-03-19 09:00:00,3561535.78,3752163.54,3552133.8,3715447.19,22604616193.92
2023-03-20 09:00:00,3715447.19,3749254.15,3598927.89,3666484.1,28276320255.17
2023-03-21 09:00:00,3666484.1,3770331.65,3627269.38,3730787.47,20796287842.96
2023-03-22 09:00:00,3730787.47,3824715.12,3510631.7,3603562.63,26755432347.73
2023-03-23 09:00:00,3603562.63,3786826.5,3588524.39,3712126.02,23732469141.79
2023-03-24 09:00:00,3712126.02,3719304.98,3542571.32,3603971.42,24615799693.73
2023-03-25 09:00:00,3603971.42,3645903.03,3565237.7,3607026.6,9782047615.33
2023-03-26 09:00:00,3607026.6,3693381.24,3600298.72,3668559.27,14027484342.72
2023-03-27 09:00:00,3668559.27,3691151.6,3501009.51,3572088.8,19509940056.1
2023-03-28 09:00:00,3572088.8,3598992.26,3503774.28,3576566.65,20505086551.28
2023-03-29 09:00:00,3576566.65,3779598.21,3573314.03,3755635.02,23687290196.06
2023-03-30 09:00:00,3755635.02,3865092.82,3668665.02,3734678.67,21738840536.53
2023-03-31 09:00:00,3734678.67,3814682.48,3677504.96,3785004.31,19452456538.76
2023-04-01 09:00:00,3785004.31,3828511.64,3758895.34,3784107.56,6233675931.98
2023-04-02 09:00:00,3784107.56,3791819.3,3713379.26,3763572.69,8463888965.26
2023-04-03 09:00:00,3763572.69,3804135.98,3630922.56,3687957.87,23071498487.59
2023-04-04 09:00:00,3687957.87,3781519.28,3671913.84,3717597.43,18147531990.88
2023-04-05 09:00:00,3717597.43,3789288.94,3666346.86,3702265.15,18222069494.18
2023-04-06 09:00:00,3702265.15,3719163.95,3656795.71,3698805.58,13214448205.95
