open-time,open,high,low,close,volume
2014-12-31 09:00:00,38819.36,38890.0,38070.0,38070.0,1.468
2015-01-01 09:00:00,38070.0,39049.1,38315.8,38315.8,7.37
2015-01-02 09:00:00,38315.8,39639.77,38039.03,39627.41,6.958
2015-01-03 09:00:00,39627.41,39164.04,36438.84,36438.84,83.01
2015-01-04 09:00:00,36438.84,36463.99,31094.66,31525.37,60.43
2015-01-05 09:00:00,31525.37,35140.39,30939.08,34512.07,135.53
2015-01-06 09:00:00,34512.07,36193.25,33634.52,34279.95,57.29
2015-01-07 09:00:00,34279.95,35830.39,34076.2,35435.91,22.57
2015-01-08 09:00:00,35435.91,36135.77,34693.35,35002.2,35.21
2015-01-09 09:00:00,35002.2,35474.92,34229.38,34879.3,33.62
2015-01-10 09:00:00,34879.3,35009.18,33457.91,33696.17,63.82
2015-01-11 09:00:00,33696.17,34102.82,32834.22,32997.09,69.77
2015-01-12 09:00:00,32997.09,32990.12,31690.78,32081.0,38.58
2015-01-13 09:00:00,32081.0,32607.1,26582.99,26810.91,69.74
2015-01-14 09:00:00,26810.91,27159.23,21275.36,21886.5,253.21
2015-01-15 09:00:00,21886.5,26559.1,21627.17,25137.18,147.43
2015-01-16 09:00:00,25137.18,26501.91,24989.35,25016.87,376.23
2015-01-17 09:00:00,25016.87,25059.76,23188.99,23277.55,125.89
2015-01-18 09:00:00,23277.55,32587.02,23132.03,32557.01,133.11
2015-01-19 09:00:00,32557.01,28852.93,24448.64,24818.01,61.4
2015-01-20 09:00:00,24818.01,129503.01,25029.6,25136.4,171.03
2015-01-21 09:00:00,25136.4,27960.64,25195.91,25638.9,328.7
2015-01-22 09:00:00,25638.9,28600.09,26168.62,28465.71,80.66
2015-01-23 09:00:00,28465.71,28318.71,26942.75,27495.93,106.0
2015-01-24 09:00:00,27495.93,29495.8,27491.0,29495.8,28.7
2015-01-25 09:00:00,29495.8,30461.15,29248.42,30296.92,68.56
2015-01-26 09:00:00,30296.92,36595.79,30234.18,32719.49,264.51
2015-01-27 09:00:00,32719.49,32810.58,30223.63,30759.78,211.33
2015-01-28 09:00:00,30759.78,31893.81,29181.16,29181.41,162.62
2015-01-29 09:00:00,29181.41,30219.53,26608.96,28235.63,247.44
2015-01-30 09:00:00,28235.63,28967.46,27084.63,27829.05,185.37
2015-01-31 09:00:00,27829.05,28055.33,26605.63,26692.83,203.61
2015-02-01 09:00:00,26692.83,27960.4,25469.35,26838.65,162.13
2015-02-02 09:00:00,26838.65,28336.3,26634.13,27558.25,144.73
2015-02-03 09:00:00,27558.25,28922.47,26948.8,27859.03,126.99
2015-02-04 09:00:00,27859.03,27495.33,25969.68,26736.69,171.41
2015-02-05 09:00:00,26736.69,27406.68,25661.84,25975.75,147.01
2015-02-06 09:00:00,25975.75,27592.35,25658.39,26423.93,225.41
2015-02-07 09:00:00,26423.93,27987.13,26368.72,27794.29,101.61
2015-02-08 09:00:00,27794.29,27588.38,26632.45,27209.77,70.23
2015-02-09 09:00:00,27209.77,28154.68,26118.98,26719.39,480.06
2015-02-10 09:00:00,26719.39,27041.34,26070.28,26956.48,110.0
2015-02-11 09:00:00,26956.48,28099.55,26336.61,26368.29,302.95
2015-02-12 09:00:00,26368.29,27550.57,26366.53,27286.56,224.72
2015-02-13 09:00:00,27286.56,28903.52,26518.74,28898.84,312.88
2015-02-14 09:00:00,28898.84,31335.29,28305.26,30363.61,132.74
2015-02-15 09:00:00,30363.61,32397.13,27800.48,28176.68,425.55
2015-02-16 09:00:00,28176.68,29783.49,27430.75,28546.7,346.17
2015-02-17 09:00:00,28546.7,30953.54,27830.9,28982.35,414.48
2015-02-18 09:00:00,28982.35,30081.14,28343.85,28512.14,137.61
2015-02-19 09:00:00,28512.14,28806.27,27810.47,28328.6,211.24
2015-02-20 09:00:00,28328.6,30749.36,28455.86,29506.6,253.02
2015-02-21 09:00:00,29506.6,29454.86,28788.8,29126.88,79.43
2015-02-22 09:00:00,29126.88,29741.7,28781.39,29287.4,124.99
2015-02-23 09:00:00,29287.4,29223.71,27985.92,28801.27,147.33
2015-02-24 09:00:00,28801.27,29208.71,28380.94,28761.18,138.56
2015-02-25 09:00:00,28761.18,28640.33,28111.29,28467.93,123.08
2015-02-26 09:00:00,28467.93,28499.15,28221.21,28406.79,72.07
2015-02-27 09:00:00,28406.79,30657.26,28220.19,30445.41,282.82
2015-02-28 09:00:00,30445.41,30553.58,29842.22,30106.86,87.25
2015-03-01 09:00:00,30106.86,30809.71,29179.99,30452.27,224.58
2015-03-02 09:00:00,30452.27,32457.02,28235.77,32178.79,350.77
2015-03-03 09:00:00,32178.79,34207.86,32064.09,33444.98,397.63
2015-03-04 09:00:00,33444.98,34653.78,29950.33,33153.42,313.78
2015-03-05 09:00:00,33153.42,34276.36,32094.7,32716.66,536.79
2015-03-06 09:00:00,32716.66,34818.28,32465.58,33687.15,524.1
2015-03-07 09:00:00,33687.15,33742.05,32901.8,33200.41,173.14
2015-03-08 09:00:00,33200.41,33845.02,33000.13,33721.04,227.55
2015-03-09 09:00:00,33721.04,35226.32,33095.94,34878.68,318.81
2015-03-10 09:00:00,34878.68,36743.57,34692.92,36021.36,453.45
2015-03-11 09:00:00,36021.36,36356.72,35329.36,35988.25,194.5
2015-03-12 09:00:00,35988.25,37354.42,35821.26,36709.13,820.87
2015-03-13 09:00:00,36709.13,37061.46,34904.71,35815.77,507.5
2015-03-14 09:00:00,35815.77,35957.07,34739.99,35437.15,167.38
2015-03-15 09:00:00,35437.15,35482.62,34569.54,34869.23,93.51
2015-03-16 09:00:00,34869.23,36604.07,35026.61,36207.74,117.72
2015-03-17 09:00:00,36207.74,36767.7,35479.34,35858.22,382.59
2015-03-18 09:00:00,35858.22,36131.51,30491.03,32169.97,1022.94
2015-03-19 09:00:00,32169.97,32653.42,31045.41,31782.27,280.18
2015-03-20 09:00:00,31782.27,32873.09,31377.25,32164.12,460.33
2015-03-21 09:00:00,32164.12,32493.39,31482.17,32284.22,241.83
2015-03-22 09:00:00,32284.22,32402.05,31343.6,31746.04,160.25
2015-03-23 09:00:00,31746.04,32864.51,31868.81,32217.39,351.03
2015-03-24 09:00:00,32217.39,32521.84,29641.05,32052.07,398.89
2015-03-25 09:00:00,32052.07,30855.38,28448.97,30484.15,328.52
2015-03-26 09:00:00,30484.15,30594.19,29459.95,30147.32,145.7
2015-03-27 09:00:00,30147.32,30519.66,29662.49,30214.49,129.43
2015-03-28 09:00:00,30214.49,30868.06,29812.33,30202.5,157.4
2015-03-29 09:00:00,30202.5,30783.9,29276.36,30572.5,142.85
2015-03-30 09:00:00,30572.5,30487.5,29097.1,30259.48,271.3
2015-03-31 09:00:00,30259.48,31203.2,29467.55,30799.25,291.76
2015-04-01 09:00:00,30799.25,30521.37,29281.64,29659.6,289.37
2015-04-02 09:00:00,29659.6,30571.5,29523.18,30070.4,291.45
2015-04-03 09:00:00,30070.4,30495.2,29917.59,30389.32,489.26
2015-04-04 09:00:00,30389.32,30702.94,30152.77,30398.11,148.04
2015-04-05 09:00:00,30398.11,30805.47,29991.2,30500.1,315.07
2015-04-06 09:00:00,30500.1,31653.37,30378.18,31119.06,755.22
2015-04-07 09:00:00,31119.06,31244.05,30017.52,30658.14,1364.69
2015-04-08 09:00:00,30658.14,31496.72,28821.8,29240.49,4678.7
2015-04-09 09:00:00,29240.49,30754.27,28545.2,28738.28,5807.36
2015-04-10 09:00:00,28738.28,29813.54,27676.26,27808.24,2173.49
2015-04-11 09:00:00,27808.24,29629.56,27661.91,29481.75,1646.14
2015-04-12 09:00:00,29481.75,29453.48,28480.71,28686.37,164.8
2015-04-13 09:00:00,28686.37,29398.83,26733.92,27304.58,889.01
2015-04-14 09:00:00,27304.58,27372.4,25982.28,25984.22,757.3
2015-04-15 09:00:00,25984.22,27148.54,26057.53,27017.97,582.04
2015-04-16 09:00:00,27017.97,28275.07,26866.39,27230.54,590.16
2015-04-17 09:00:00,27230.54,27563.77,27104.15,27395.47,325.43
2015-04-18 09:00:00,27395.47,27767.05,27341.47,27571.02,122.12
2015-04-19 09:00:00,27571.02,27858.16,27254.11,27529.53,166.84
2015-04-20 09:00:00,27529.53,27974.9,26870.9,27189.15,489.04
2015-04-21 09:00:00,27189.15,28003.31,26912.67,27608.56,805.81
2015-04-22 09:00:00,27608.56,28567.3,27648.49,28104.41,465.88
2015-04-23 09:00:00,28104.41,28390.2,27959.83,28208.33,270.04
2015-04-24 09:00:00,28208.33,28200.38,27207.43,27699.58,522.92
2015-04-25 09:00:00,27699.58,27920.93,27392.71,27410.5,178.76
2015-04-26 09:00:00,27410.5,27438.49,25902.49,26522.47,487.21
2015-04-27 09:00:00,26522.47,26912.21,25733.83,26174.57,447.01
2015-04-28 09:00:00,26174.57,27634.14,25891.96,26775.15,1125.28
2015-04-29 09:00:00,26775.15,27129.12,26650.18,26822.79,180.43
2015-04-30 09:00:00,26822.79,28794.12,26649.37,28027.06,3211.78
2015-05-01 09:00:00,28027.06,28808.38,28001.81,28146.81,447.11
2015-05-02 09:00:00,28146.81,28731.52,27807.06,28076.88,221.1
2015-05-03 09:00:00,28076.88,29078.84,27982.67,28816.92,185.76
2015-05-04 09:00:00,28816.92,28945.37,28441.9,28616.09,219.91
2015-05-05 09:00:00,28616.09,28720.47,28000.66,28193.15,243.1
2015-05-06 09:00:00,28193.15,29414.87,27549.99,27636.35,197.72
2015-05-07 09:00:00,27636.35,28604.69,27409.02,28440.73,333.95
2015-05-08 09:00:00,28440.73,29441.71,28313.11,28916.28,375.39
2015-05-09 09:00:00,28916.28,29531.24,28793.77,28962.71,221.23
2015-05-10 09:00:00,28962.71,29443.4,28554.44,28983.81,136.48
