i,r_mean,r_std,r_total,pnl_mean,pnl_std,pnl_last
0,0.0011908993093736203,0.011274063501601614,0.03691787859058223,0.018118941224725325,0.01614734480832228,0.03691787859058223
1,-0.0037473806605896067,0.02205753607524948,-0.11616880047827781,-0.0400321016388649,0.04268838790787072,-0.11616880047827781
2,0.021073044639530063,0.030733956037925027,0.6532643838254317,0.43974595886524004,0.19240484646551453,0.6532643838254317
3,-0.0003968941129148813,0.021946008146014353,-0.012303717500361334,0.01778741808296857,0.02859121952216969,-0.012303717500361334
4,0.014741355747066425,0.035642268595000984,0.45698202815905914,0.13798781179498815,0.14761920274225127,0.45698202815905914
5,-0.002304831604719668,0.018295097915887328,-0.0714497797463097,-0.06026783876577975,0.03214418011257346,-0.0714497797463097
6,0.01048550230062622,0.03187341759359173,0.32505057131941284,0.07754660631332266,0.07022202972240207,0.32505057131941284
7,0.006162276381236239,0.01695392968808485,0.19103056781832337,0.12480173102999624,0.048816828717790646,0.19103056781832337
8,0.009867877982192816,0.025126560831949196,0.3059042174479773,0.14305884606508892,0.06688314652022094,0.3059042174479773
9,0.010670590224487221,0.026126172608314346,0.33078829695910383,0.1428605685048157,0.0725704939962882,0.33078829695910383
10,0.011774821695462779,0.025861305417447293,0.36501947255934614,0.19491784704647672,0.0826509347927179,0.36501947255934614
11,-0.004435362850979808,0.021929553481693183,-0.137496248380374,-0.034575805382355156,0.07610751045433838,-0.137496248380374
12,0.0069762809332122025,0.030461511525789353,0.21626470892957833,0.15173331096966886,0.05953270072696478,0.21626470892957833
13,0.009370097817823797,0.02250817266081894,0.2904730323525377,0.18205012023534753,0.09707026664317858,0.2904730323525377
14,0.005261034884867822,0.020515061662176714,0.16309208143090248,0.03070971423907257,0.051411834924207124,0.16309208143090248
15,0.0051759670079336165,0.021076501893830472,0.16045497724594213,0.083256318288292,0.07374004104273613,0.16045497724594213
16,0.00900122833733286,0.02543804839523724,0.27903807845731865,0.13549367293157863,0.05966950291111748,0.27903807845731865
17,0.011496639832305231,0.024891147026054328,0.35639583480146214,0.1728574666701573,0.09429927923116284,0.35639583480146214
18,0.01315186573699608,0.022385842178227085,0.4077078378468786,0.19845122557439152,0.10804223628384842,0.4077078378468786
19,0.010798772557550232,0.03596007035613496,0.33476194928405717,0.13187606676916144,0.13819164133749906,0.33476194928405717
20,0.009821035730291812,0.023075563445698315,0.30445210763904623,0.20256087645531778,0.10952821800235657,0.30445210763904623
21,0.002909198223429911,0.022764009315868076,0.0901851449263272,0.07752289050467635,0.035818594382410515,0.0901851449263272
22,0.008873992968084441,0.03235912168762169,0.2750937820106177,0.08804031389904407,0.07064207917164295,0.2750937820106177
23,0.011831585127593396,0.027119882018007906,0.36677913895539527,0.2709660482897538,0.11146345679140225,0.36677913895539527
24,0.005650161384050683,0.020746120291656605,0.17515500290557112,0.04351969588012881,0.04818446030547876,0.17515500290557112
