i,r_mean,r_std,r_total,pnl_mean,pnl_std,pnl_last
0,-0.007722107793003352,0.0357001955836498,-0.23938534158310396,-0.181072081872212,0.0717944380004512,-0.23938534158310396
1,-0.008488834162019265,0.03582665930670629,-0.2631538590225972,-0.14195308104541973,0.10964080410571596,-0.2631538590225972
2,0.0038697320874663027,0.022150669322265507,0.11996169471145539,0.06047715442644668,0.03177832060320689,0.11996169471145539
3,-0.0013308987443725409,0.03460547586940024,-0.04125786107554877,-0.05569631381478106,0.0773087810126588,-0.04125786107554877
4,-0.00011065028480384477,0.011211008305319457,-0.0034301588289191876,-0.012962712160302566,0.02169521382309919,-0.0034301588289191876
5,0.0045256921205601465,0.017079247233758383,0.14029645573736457,0.109634113111853,0.02761855186504442,0.14029645573736457
6,-0.0034496249932462757,0.026625860672181933,-0.10693837479063452,-0.007854074809060013,0.07311156415149743,-0.10693837479063452
7,-0.0003533294971541852,0.019910610606839477,-0.010953214411779728,-0.024419345617512016,0.052271589865152755,-0.010953214411779728
8,-0.002626262012534247,0.03577800313485811,-0.08141412238856166,-0.06710515991910573,0.03773775393321283,-0.08141412238856166
9,-0.002292195508837352,0.03404993486633852,-0.07105806077395788,0.006411701080672676,0.07551585571852659,-0.07105806077395788
10,-0.004088642656038438,0.018253407953317136,-0.1267479223371916,-0.09119791220240259,0.0400536851202771,-0.1267479223371916
11,0.002273191890164765,0.021657645173436307,0.07046894859510774,-0.027509634528413766,0.044932018405834294,0.07046894859510774
12,-0.007784343274712942,0.03050161986005105,-0.24131464151610119,-0.07953584595240304,0.09152699338758197,-0.24131464151610119
13,0.0003786664147427089,0.01902760300885346,0.01173865885702397,-0.00677207839990719,0.03252873202103973,0.01173865885702397
14,0.0034336401997248794,0.026764277175333338,0.10644284619147125,-0.040689301681031326,0.05381564665988339,0.10644284619147125
15,0.003996731408817576,0.018430641831410004,0.12389867367334483,0.05955086455150995,0.05695896060707015,0.12389867367334483
16,0.003527042367586344,0.021329619500645325,0.10933831339517669,0.09785736075893905,0.06178547741745988,0.10933831339517669
17,0.0054872163053299805,0.034878405429452364,0.17010370546522935,0.21172983711046783,0.09802691448225055,0.17010370546522935
18,-0.0025335510276358188,0.021591135486781092,-0.0785400818567104,-0.015982425279036337,0.029964774075758396,-0.0785400818567104
19,-0.003012358267388211,0.018542518573394066,-0.09338310628903457,-0.03767292993869568,0.04484598085314241,-0.09338310628903457
20,0.0062096010637577815,0.03370497359246513,0.19249763297649122,0.09863188633487165,0.09344695037722345,0.19249763297649122
21,0.0013878395136861666,0.01898069982904831,0.04302302492427115,-0.00343290430506444,0.03584266357816185,0.04302302492427115
22,0.009120729461014785,0.017171439150942307,0.28274261329145833,0.15127324545103155,0.07411239393495779,0.28274261329145833
