i,r_mean,r_std,r_total,pnl_mean,pnl_std,pnl_last
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.000647610784262412,0.007322844734298887,-0.039504257840007134,0.0053573614934141,0.02767493958658773,-0.039504257840007134
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0008661505329364253,0.004854433995728477,0.05283518250912195,0.012235139388036446,0.021050617531038707,0.05283518250912195
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0004172184052463983,0.003231759870501036,0.025450322720030297,0.021278138667566306,0.009422118170291507,0.025450322720030297
10,-0.003249407651787769,0.022028643623995873,-0.1982138667590539,-0.09926915022621662,0.09176902120434717,-0.1982138667590539
11,-0.0016082416445093051,0.012457386211723537,-0.09810274031506762,-0.028948349601167492,0.04474265837924376,-0.09810274031506762
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0001816930670238669,0.0009940360167349192,0.01108327708845588,0.0038828032551417465,0.004304415665145127,0.01108327708845588
19,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0006039349992297097,0.00467806038841691,0.036840034953012295,0.0018118049976891292,0.00796644977974873,0.036840034953012295
22,-0.004623162809752426,0.028947834939510877,-0.28201293139489797,-0.03384264239547432,0.044207975380672136,-0.28201293139489797
23,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0003133308073532481,0.002427049997465709,0.019113179248548134,0.003133308073532481,0.0070760058908034785,0.019113179248548134
26,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.003210895309494933,0.06137024731113503,0.19586461387919094,-0.038284090018164026,0.18127747913046408,0.19586461387919094
30,-4.708508397467739e-05,0.00036471949217740647,-0.0028721901224553208,-0.000847531511544193,0.0013099473168286097,-0.0028721901224553208
31,-0.0009743210161438184,0.007547058138769793,-0.05943358198477292,-0.045793087758759475,0.0249928059482061,-0.05943358198477292
32,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0
34,-0.0013041851832202424,0.00795716589327002,-0.07955529617643478,-0.01868202065640216,0.03429762536515435,-0.07955529617643478
35,0.00044675601958547954,0.005668781076267455,0.02725211719471425,0.005258613650100793,0.013271556247808071,0.02725211719471425
36,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0
38,0.008331773508478092,0.04936605312946646,0.5082381840171637,0.33158477560379424,0.2157994757616653,0.5082381840171637
39,-0.00042510852893235565,0.016193581447505986,-0.025931620264873695,0.007278455894125008,0.045595445680227026,-0.025931620264873695
40,-0.0196825484073379,0.11983444488057449,-1.200635452847612,-0.1929612394589312,0.2952441662464353,-1.200635452847612
41,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0001289579158768461,0.006256039384812221,0.007866432868487611,0.001084092712412504,0.00803511143337348,0.007866432868487611
43,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0
46,0.00010320671016736904,0.0007994357393901522,0.0062956093202095114,0.004541095247364237,0.0028226610702724027,0.0062956093202095114
47,3.3553562485709644e-05,0.00025990477742616683,0.0020467673116282884,0.0019796601866568686,0.00036448498398003416,0.0020467673116282884
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
