i,r_mean,r_std,r_total,pnl_mean,pnl_std,pnl_last
0,0.0033684733508665267,0.02456422767378772,0.10442267387686231,0.04258639711401064,0.03377649492557473,0.10442267387686231
1,0.008032498663983487,0.025772039894548363,0.24900745858348805,0.11541221485582077,0.06717696355096264,0.24900745858348805
2,0.004589057991728899,0.02146451362668965,0.1422607977435959,0.07515616046688786,0.03427510651832355,0.1422607977435959
3,-0.005089607869354708,0.037063542336304496,-0.15777784394999594,-0.13952850933709318,0.05017205183435786,-0.15777784394999594
4,0.0030470782314218985,0.026395423516622878,0.09445942517407882,0.006224132148190369,0.054167645269811375,0.09445942517407882
5,0.005532668023547317,0.023728132669664035,0.17151270872996682,0.1301271498686596,0.05382680635394425,0.17151270872996682
6,0.012782242765179268,0.0317993499954294,0.3962495257205573,0.1859889224775759,0.14990030468834797,0.3962495257205573
7,0.003814585715195841,0.02070712949735215,0.11825215717107107,0.11780819363415217,0.0391850039398425,0.11825215717107107
8,0.007674076794836029,0.028286794828010893,0.23789638063991694,0.21534886102522194,0.04518350610431154,0.23789638063991694
9,-0.005582457611964441,0.03714301932691219,-0.1730561859708977,-0.1403064886627408,0.06170026201269602,-0.1730561859708977
10,0.005629515746773999,0.019480138067435097,0.17451498814999392,0.045163750330575805,0.06748584256735383,0.17451498814999392
11,-0.006774452301002429,0.020913241759694914,-0.21000802133107527,-0.10248539861210479,0.061085382721315876,-0.21000802133107527
12,-0.007761609494555416,0.020478417290233353,-0.24060989433121788,-0.07630686256646292,0.0516364244919993,-0.24060989433121788
13,0.0038016024674184935,0.020702868585440324,0.11784967648997333,0.11080538400018357,0.033992032795609715,0.11784967648997333
14,1.1332764808560556e-05,0.023735226323458,0.0003513157090653911,-0.0785356904086971,0.050936087774335614,0.0003513157090653911
15,0.002549415207332336,0.022032613217695056,0.07903187142730242,0.05355215199314687,0.03802850427101995,0.07903187142730242
16,-0.005499761268190216,0.01802728972946615,-0.17049259931389668,-0.08222766444528834,0.04096573353687541,-0.17049259931389668
17,-0.0029483318754015653,0.014164389553880415,-0.09139828813744855,-0.018134972892112286,0.03404011784499977,-0.09139828813744855
18,-0.00034062398061832067,0.02200951736776829,-0.010559343399167927,-0.04396185141886878,0.027916856602492397,-0.010559343399167927
19,0.0021521507033847643,0.0254738842812587,0.0667166718049277,0.0003010300799202018,0.05317662908031342,0.0667166718049277
20,0.010535515894118386,0.026180933821067863,0.32660099271766996,0.16006358552387012,0.06816646845706335,0.32660099271766996
21,0.004088464473650019,0.02145837856634315,0.1267423986831506,0.05807503116864614,0.05373953989134,0.1267423986831506
22,0.008536953790816268,0.027790320656246367,0.2646455675153043,0.1965883839939639,0.07717836232053912,0.2646455675153043
23,0.001802814346200291,0.02137635846542342,0.055887244732209046,0.05647968113371878,0.03450853909733764,0.055887244732209046
24,-0.00011570510356960626,0.024340679356729084,-0.0035868582106577942,-0.06077172888154607,0.04628843834641906,-0.0035868582106577942
25,0.0055549579482131375,0.020437433431238192,0.1722036963946073,0.07906666902235125,0.04105679538958594,0.1722036963946073
26,0.0027869901786009826,0.0272957425402263,0.08639669553663047,-0.003163059612257337,0.04843382118596558,0.08639669553663047
27,-0.001836168211091077,0.015360122889481189,-0.05692121454382339,-0.023877256771758205,0.039214063257758947,-0.05692121454382339
28,-0.0029863735226778295,0.014121204370694218,-0.09257757920301271,-0.03479865582408101,0.03516071262486416,-0.09257757920301271
29,-0.006025089320663332,0.03705993048355468,-0.18677776894056322,-0.15435311882337927,0.055754767680179416,-0.18677776894056322
30,-0.0037238195769288,0.027743869668813596,-0.11543840688479277,-0.10814899463891205,0.0580491854121582,-0.11543840688479277
